base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:000735199000001,"Automated Detection of Gastric Cancer by Retrospective Endoscopic Image
Dataset Using U-Net R-CNN","Teramoto, Atsushi; Shibata, Tomoyuki; Yamada, Hyuga; Hirooka, Yoshiki; Saito, Kuniaki; Fujita, Hiroshi",2021,10.3390/app112311275,APPLIED SCIENCES-BASEL,duplicate,Duplicata de 'Automated detection of gastric cancer by retrospective endoscopic image dataset …' já presente em Scopus/S1.,Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:000477744000044,Partially Annotated Gastric Pathological Image Classification,"Cui, Yanping; Wang, Zhangcheng; Yu, Guanzhen; Tian, Xinmei",2018,10.1007/978-3-030-00767-6_44,"ADVANCES IN MULTIMEDIA INFORMATION PROCESSING - PCM 2018, PT II",included,DL/CV aplicado a achados do trato GI alto — presume-se imagens endoscópicas/histopatológicas.,Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:000876814200003,"Deep learning for classification and localization of early gastric
cancer in endoscopic images","Ma, Lingyu; Su, Xiufeng; Ma, Liyong; Gao, Xiaozhong; Sun, Mingjian",2023,10.1016/j.bspc.2022.104200,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,duplicate,Duplicata de 'Deep learning for classification and localization of early gastric cancer in end…' já presente em ScienceDirect/S1.,Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:001532927600001,"Enhanced gastrointestinal disease classification using a convvit hybrid
model on endoscopic images","Utku, Anil",2025,10.1007/s13246-025-01600-7,PHYSICAL AND ENGINEERING SCIENCES IN MEDICINE,duplicate,Duplicata de 'Enhanced gastrointestinal disease classification using a convvit hybrid model on…' já presente em PubMed/S5.,Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:000940433000001,"Neural Network-Enabled Identification of Weak Inspiratory Efforts during
Pressure Support Ventilation Using Ventilator Waveforms","Soundoulounaki, Stella; Sylligardos, Emmanouil; Akoumianaki, Evangelia; Sigalas, Markos; Kondili, Eumorfia; Georgopoulos, Dimitrios; Trahanias, Panos; Vaporidi, Katerina",2023,10.3390/jpm13020347,JOURNAL OF PERSONALIZED MEDICINE,included,DL/CV aplicado a achados do trato GI alto — presume-se imagens endoscópicas/histopatológicas.,Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:001127303100001,"A robust model training strategy using hard negative mining in a weakly
labeled dataset for lymphatic invasion in gastric cancer","Lee, Jonghyun; Ahn, Sangjeong; Kim, Hyun-Soo; An, Jungsuk; Sim, Jongmin",2024,10.1002/cjp2.355,JOURNAL OF PATHOLOGY CLINICAL RESEARCH,included,DL/CV aplicado a achados do trato GI alto — presume-se imagens endoscópicas/histopatológicas.,Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:000659487101031,"Detection of Early Gastric Cancer Based on Single Shot Detector with
Feature Enhancement","Pan, Ongsheng; Zhang, Rong; Wang, Yalei; Feng, Hui",2020,10.1109/BIBM49941.2020.9313339,2020 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICINE,included,"[manual_v1] Detecção de câncer gástrico precoce com SSD + feature enhancement (2020) — trabalho de detecção em endoscopia digestiva alta, relevante para benchmark.",Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:001588996200003,"Gastric Anatomical Sites Recognition in Gastroscopic Images Based on
Dual-branch Perception and Multi-scale Semantic Aggregation","Gao, Shujun; Yu, Xiaomei; Liang, Xiao; Chen, Xuanchi; Zheng, Xiangwei",2026,10.1016/j.displa.2025.103234,DISPLAYS,duplicate,Duplicata de 'Gastric Anatomical Sites Recognition in Gastroscopic Images Based on Dual-branch…' já presente em Scopus/S1.,Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:001553235000001,"Toward autonomous robotic gastroscopy with a novel interventional
keypoint and polyp detection system","Liu, Yuying; Feng, Guang; He, Qi; Chen, Xin; Li, Jinhua; Wang, Bangmao; Zuo, Siyang",2025,10.1016/j.cmpb.2025.109013,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,duplicate,"Duplicata de 'Toward autonomous robotic gastroscopy with a novel interventional
keypoint and p…' já presente em Web of Science/S2.",Web of Science/S6,sim
Web of Science,S6,WoS S6 — Datasets de endoscopia gástrica (qualquer origem),WOS:001375281200005,"MSNet: a novel network with comprehensive multi-scale feature
integration for gastric cancer and colon polyp segmentation","He, Dongzhi; Li, Chenxi; Ma, Zeyuan; Li, Yunqi",2024,10.1007/s11760-024-03594-3,SIGNAL IMAGE AND VIDEO PROCESSING,duplicate,"Duplicata de 'MSNet: a novel network with comprehensive multi-scale feature
integration for ga…' já presente em Web of Science/S2.",Web of Science/S6,sim
