base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Du2022,Improving the Classification Performance of Esophageal Disease on Small Dataset by Semi-supervised Efficient Contrastive Learning,"Du, Wenju; Rao, Nini; Yong, Jiahao; Wang, Yingchun; Hu, Dingcan; Gan, Tao; Zhu, Linlin; Zeng, Bing",2022,10.1007/s10916-021-01782-z,Journal of Medical Systems,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Scopus/S1; Springer Nature Link/S1; Springer Nature Link/S2; Web of Science/S1,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Oh2025,Application of artificial intelligence in the detection of Borrmann type 4 advanced gastric cancer in upper endoscopy (with video),"Oh, Mi Jin; Park, Jinbae; Jeon, Jiwoon; Park, Mina; Kang, Seungkyung; Kim, Su Hyun; Park, Su Hee; Chang, Young Hoon; Shin, Cheol Min; Kang, Seung Joo; Lee, Seunghan; Kim, Sang Gyun; Cho, Soo-Jeong",2025,10.1002/cncr.35768,Cancer,included,DL/CV em endoscopia com achado do trato GI alto.,PubMed/S2; Scopus/S1,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Nguyen2025,EAGLE-Net: A hierarchical neural network for detecting anatomical landmarks in upper gastrointestinal endoscopy for clinical diagnosis,"Nguyen, Thi Thu Huong; Truong, Van Duy; Manh, Xuan Huy; Nguyen, Thanh Tung; Dao, Hang Viet; Vu, Hai",2025,10.1016/j.health.2025.100420,Healthcare Analytics,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S1,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Yin20231725,Identification of gastric signet ring cell carcinoma based on endoscopic images using few-shot learning,"Yin, Minyue; Zhang, Rufa; Lin, Jiaxi; Zhu, Shiqi; Liu, Lu; Liu, Xiaolin; Lu, Jianying; Xu, Chunfang; Zhu, Jinzhou",2023,10.1016/j.dld.2023.07.005,Digestive and Liver Disease,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S1,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Pornvoraphat2023,Real-time gastric intestinal metaplasia diagnosis tailored for bias and noisy-labeled data with multiple endoscopic imaging,"Pornvoraphat, Passin; Tiankanon, Kasenee; Pittayanon, Rapat; Sunthornwetchapong, Phanukorn; Vateekul, Peerapon; Rerknimitr, Rungsun",2023,10.1016/j.compbiomed.2023.106582,Computers in Biology and Medicine,included,DL/CV em endoscopia com achado do trato GI alto.,PubMed/S2; PubMed/S3; Scopus/S1,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Krenzer2026276,Classification of Gastroscopy Images Under Extreme Class Imbalance: A Deep Learning Pipeline,"Krenzer, Adrian; Friedetzki, Tobias; Dietsch, Max; Puppe, Frank",2026,10.1007/978-3-031-98691-8_20,Lecture Notes in Computer Science,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Scopus/S1; Web of Science/S1; Web of Science/S2; Web of Science/S3,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Teramoto2021,Automated detection of gastric cancer by retrospective endoscopic image dataset using u-net r-cnn,"Teramoto, Atsushi; Shibata, Tomoyuki; Yamada, Hyuga; Hirooka, Yoshiki; Saito, Kuniaki; Fujita, Hiroshi",2021,10.3390/app112311275,Applied Sciences (Switzerland),included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Scopus/S1; Web of Science/S1; Web of Science/S6,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Shi2023,Deep learning-assisted diagnosis of chronic atrophic gastritis in endoscopy,"Shi, Yanting; Wei, Ning; Wang, Kunhong; Wu, Jingjing; Tao, Tao; Li, Na; Lv, Bing",2023,10.3389/fonc.2023.1122247,Frontiers in Oncology,included,DL/CV em endoscopia com achado do trato GI alto.,Scopus/S1,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Ge2023596,Using deep learning and explainable artificial intelligence to assess the severity of gastroesophageal reflux disease according to the Los Angeles Classification System,"Ge, Zhenyang; Wang, Bowen; Chang, Jiuyang; Yu, Zequn; Zhou, Zhenyuan; Zhang, Jing; Duan, Zhijun",2023,10.1080/00365521.2022.2163185,Scandinavian Journal of Gastroenterology,included,DL/CV em endoscopia com achado do trato GI alto.,PubMed/S2; Scopus/S1,sim
Scopus,S1,Scopus S1 — Principal: IA/DL em endoscopia digestiva alta,Shichijo2019158,Application of convolutional neural networks for evaluating Helicobacter pylori infection status on the basis of endoscopic images,"Shichijo, Satoki; Endo, Yuma; Aoyama, Kazuharu; Takeuchi, Yoshinori; Ozawa, Tsuyoshi; Takiyama, Hirotoshi; Matsuo, Keigo; Fujishiro, Mitsuhiro; Ishihara, Soichiro; Ishihara, Ryu; Tada, Tomohiro",2019,10.1080/00365521.2019.1577486,Scandinavian Journal of Gastroenterology,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,PubMed/S2; Scopus/S1; Web of Science/S1,sim
