base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000469452600289,"Automatic Analysis of Endoscopic Images for Polyps Detection and
Segmentation","Pozdeev, Alexandr A.; Obukhova, Nataliia A.; Motyko, Alexandr A.",2019,10.1109/eiconrus.2019.8657018,"PROCEEDINGS OF THE 2019 IEEE CONFERENCE OF RUSSIAN YOUNG RESEARCHERS IN
ELECTRICAL AND ELECTRONIC ENGINEERING (EICONRUS)",duplicate,Duplicata de 'Automatic analysis of endoscopic images for polyps detection and segmentation…' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000446342100004,"Detecting and Locating Gastrointestinal Anomalies Using Deep Learning
and Iterative Cluster Unification","Iakovidis, Dimitris K.; Georgakopoulos, Spiros V.; Vasilakakis, Michael; Koulaouzidis, Anastasios; Plagianakos, Vassilis P.",2018,10.1109/TMI.2018.2837002,IEEE TRANSACTIONS ON MEDICAL IMAGING,duplicate,Duplicata de 'Detecting and Locating Gastrointestinal Anomalies Using Deep Learning and Iterat…' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:001182135600001,"Artificial intelligence-assisted system for the assessment of Forrest
classification of peptic ulcer bleeding: a multicenter diagnostic study","He, Xiao-Jian; Wang, Xiao-Ling; Su, Tian-Kang; Yao, Li-Jia; Zheng, Jing; Wen, Xiao-Dong; Xu, Qin-Wei; Huang, Qian-Rong; Chen, Li-Bin; Chen, Chang-Xin; Lin, Hai-Fan; Chen, Yi-Qun; hu, Yan-Xing; Zhang, Kai-Hua; Jiang, Chuan-Shen; Liu, Gang; Li, Da-Zhou; Li, Dong-Liang; Wen, Wang",2024,10.1055/a-2252-4874,ENDOSCOPY,duplicate,Duplicata de 'Artificial intelligence-assisted system for the assessment of Forrest classifica…' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000608344900015,"Intelligent detection endoscopic assistant: An artificial
intelligence-based system for monitoring blind spots during
esophagogastroduodenoscopy in real-time","Li, Yan-Dong; Zhu, Shu-Wen; Yu, Jiang-Ping; Ruan, Rong-Wei; Cui, Zhao; Li, Yi-Ting; Lv, Mei-Chao; Wang, Huo-Gen; Chen, Ming; Jin, Chao-Hui; Wang, Shi",2021,10.1016/j.dld.2020.11.017,DIGESTIVE AND LIVER DISEASE,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,PubMed/S2; Scopus/S1; Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000380502000068,"Lesion Detection of Endoscopy Images Based on Convolutional Neural
Network Features","Zhu, Rongsheng; Zhang, Rong; Xue, Dixiu",2015,,2015 8TH INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING (CISP),included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000735199000001,"Automated Detection of Gastric Cancer by Retrospective Endoscopic Image
Dataset Using U-Net R-CNN","Teramoto, Atsushi; Shibata, Tomoyuki; Yamada, Hyuga; Hirooka, Yoshiki; Saito, Kuniaki; Fujita, Hiroshi",2021,10.3390/app112311275,APPLIED SCIENCES-BASEL,duplicate,Duplicata de 'Automated detection of gastric cancer by retrospective endoscopic image dataset …' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000988100400001,"Assessment of Helicobacter pylori infection by deep
learning based on endoscopic videos in real time","Li, Yan-Dong; Wang, Huo-Gen; Chen, Sheng-Sen; Yu, Jiang-Ping; Ruan, Rong-Wei; Jin, Chao-Hui; Chen, Ming; Jin, Jia-Yan; Wang, Shi",2023,10.1016/j.dld.2023.02.010,DIGESTIVE AND LIVER DISEASE,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,PubMed/S2; ScienceDirect/S3; ScienceDirect/S4; Scopus/S1; Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000468463000005,"Application of convolutional neural networks for evaluating
Helicobacter pylori infection status on the basis of endoscopic
images","Shichijo, Satoki; Endo, Yuma; Aoyama, Kazuharu; Takeuchi, Yoshinori; Ozawa, Tsuyoshi; Takiyama, Hirotoshi; Matsuo, Keigo; Fujishiro, Mitsuhiro; Ishihara, Soichiro; Ishihara, Ryu; Tada, Tomohiro",2019,10.1080/00365521.2019.1577486,SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,duplicate,Duplicata de 'Application of convolutional neural networks for evaluating Helicobacter pylori …' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:001344686800001,"Use of artificial intelligence for the detection of Helicobacter pylori
infection from upper gastrointestinal endoscopy images: an updated
systematic review and meta-analysis","Parkash, Om; Lal, Abhishek; Subash, Tushar; Sultan, Ujala; Tahir, Hasan Nawaz; Hoodbhoy, Zahra; Sundar, Shiyam; Das, Jai Kumar",2024,10.20524/aog.2024.0913,ANNALS OF GASTROENTEROLOGY,duplicate,Duplicata de 'Use of artificial intelligence for the detection of Helicobacter pylori infectio…' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:001060553100001,"Computer-Based Diagnosis of Celiac Disease by Quantitative Processing of
Duodenal Endoscopy Images","Molder, Adriana; Balaban, Daniel Vasile; Molder, Cristian-Constantin; Jinga, Mariana; Robin, Antonin",2023,10.3390/diagnostics13172780,DIAGNOSTICS,included,DL/CV em endoscopia com achado do trato GI alto.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000639562100079,"Ability of artificial intelligence to detect T1 esophageal squamous cell
carcinoma from endoscopic videos and the effects of real-time assistance","Shiroma, Sho; Yoshio, Toshiyuki; Kato, Yusuke; Horie, Yoshimasa; Namikawa, Ken; Tokai, Yoshitaka; Yoshimizu, Shoichi; Yoshizawa, Natsuko; Horiuchi, Yusuke; Ishiyama, Akiyoshi; Hirasawa, Toshiaki; Tsuchida, Tomohiro; Akazawa, Naoki; Akiyama, Junichi; Tada, Tomohiro; Fujisaki, Junko",2021,10.1038/s41598-021-87405-6,SCIENTIFIC REPORTS,duplicate,Duplicata de 'Ability of artificial intelligence to detect T1 esophageal squamous cell carcino…' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000704940200001,"Channel separation-based network for the automatic anatomical site
recognition using endoscopic images","Sun, Mingjian; Ma, Lingyu; Su, Xiufeng; Gao, Xiaozhong; Liu, Zichao; Ma, Liyong",2022,10.1016/j.bspc.2021.103167,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,duplicate,Duplicata de 'Channel separation-based network for the automatic anatomical site recognition u…' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000718444000001,"Artificial Intelligence in Gastric Cancer: Identifying Gastric Cancer
Using Endoscopic Images with Convolutional Neural Network","Islam, Md Mohaimenul; Poly, Tahmina Nasrin; Walther, Bruno Andreas; Lin, Ming-Chin; Li, Yu-Chuan (Jack)",2021,10.3390/cancers13215253,CANCERS,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000435391300008,"Application of artificial intelligence using a convolutional neural
network for detecting gastric cancer in endoscopic images","Hirasawa, Toshiaki; Aoyama, Kazuharu; Tanimoto, Tetsuya; Ishihara, Soichiro; Shichijo, Satoki; Ozawa, Tsuyoshi; Ohnishi, Tatsuya; Fujishiro, Mitsuhiro; Matsuo, Keigo; Fujisaki, Junko; Tada, Tomohiro",2018,10.1007/s10120-018-0793-2,GASTRIC CANCER,duplicate,Duplicata de 'Application of artificial intelligence using a convolutional neural network for …' já presente em PubMed/S3.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:001172580300001,"Computer-aided diagnosis in real-time endoscopy for all stages of
gastric carcinogenesis: Development and validation study","Gong, Eun Jeong; Bang, Chang Seok; Lee, Jae Jun",2024,10.1002/ueg2.12551,UNITED EUROPEAN GASTROENTEROLOGY JOURNAL,duplicate,Duplicata de 'Computer-aided diagnosis in real-time endoscopy for all stages of gastric carcin…' já presente em PubMed/S2.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000685667600001,"Endoscopic image recognition method of gastric cancer based on deep
learning model","Qiu, Wengang; Xie, Jun; Shen, Yi; Xu, Jiang; Liang, Jun",2022,10.1111/exsy.12758,EXPERT SYSTEMS,duplicate,Duplicata de 'Endoscopic image recognition method of gastric cancer based on deep learning mod…' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000752662400001,"Construction and Multicenter Diagnostic Verification of Intelligent
Recognition System for Endoscopic Images From Early Gastric Cancer Based
on YOLO-V3 Algorithm","Yao, Zhendong; Jin, Tao; Mao, Boneng; Lu, Bo; Zhang, Yefei; Li, Sisi; Chen, Weichang",2022,10.3389/fonc.2022.815951,FRONTIERS IN ONCOLOGY,duplicate,Duplicata de 'Construction and Multicenter Diagnostic Verification of Intelligent Recognition …' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000551242400002,"Application of Convolutional Neural Networks for Detection of
Superficial Nonampullary Duodenal Epithelial Tumors in
Esophagogastroduodenoscopic Images","Inoue, Shuntaro; Shichijo, Satoki; Aoyama, Kazuharu; Kono, Mitsuhiro; Fukuda, Hiromu; Shimamoto, Yusaku; Nakagawa, Kentaro; Ohmori, Masayasu; Iwagami, Hiroyoshi; Matsuno, Kenshi; Iwatsubo, Taro; Nakahira, Hiroko; Matsuura, Noriko; Maekawa, Akira; Kanesaka, Takashi; Yamamoto, Sachiko; Takeuchi, Yoji; Higashino, Koji; Uedo, Noriya; Ishihara, Ryu; Tada, Tomohiro",2020,10.14309/ctg.0000000000000154,CLINICAL AND TRANSLATIONAL GASTROENTEROLOGY,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,PubMed/S2; Scopus/S1; Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:001047024900080,"Implementation of artificial intelligence in upper gastrointestinal
endoscopy","Nagao, Sayaka; Tani, Yasuhiro; Shibata, Junichi; Tsuji, Yosuke; Tada, Tomohiro; Ishihara, Ryu; Fujishiro, Mitsuhiro",2022,10.1002/deo2.72,DEN OPEN,duplicate,Duplicata de 'Implementation of artificial intelligence in upper gastrointestinal endoscopy…' já presente em PubMed/S3.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000669998400008,Usefulness of artificial intelligence in gastric neoplasms,"Kim, Ji Hyun; Nam, Seung-Joo; Park, Sung Chul",2021,10.3748/wjg.v27.i24.3543,WORLD JOURNAL OF GASTROENTEROLOGY,duplicate,Duplicata de 'Usefulness of artificial intelligence in gastric neoplasms…' já presente em Scopus/S1.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000429816800003,"Deep learning analyzes Helicobacter pylori infection by upper
gastrointestinal endoscopy images","Itoh, Takumi; Kawahira, Hiroshi; Nakashima, Hirotaka; Yata, Noriko",2018,10.1055/s-0043-120830,ENDOSCOPY INTERNATIONAL OPEN,duplicate,Duplicata de 'Deep learning analyzes Helicobacter pylori infection by upper gastrointestinal e…' já presente em PubMed/S2.,Web of Science/S1,sim
Web of Science,S1,WoS S1 — Principal: IA/DL em endoscopia digestiva alta,WOS:000543385900179,"Automated Detection and Segmentation of Early Gastric Cancer from
Endoscopic Images Using Mask R-CNN","Shibata, Tomoyuki; Teramoto, Atsushi; Yamada, Hyuga; Ohmiya, Naoki; Saito, Kuniaki; Fujita, Hiroshi",2020,10.3390/app10113842,APPLIED SCIENCES-BASEL,included,DL/CV em endoscopia com achado do trato GI alto.,Web of Science/S1,sim
