base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,MA2025103524,Development and validation of an AI foundation model for endoscopic diagnosis of esophagogastric junction adenocarcinoma: a cohort and deep learning study,Yikun Ma; Bo Li; Ying Chen; Zijie Yue; Shuchang Xu; Jingyao Li; Lei Ma; Liang Zhong; Duowu Zou; Leiming Xu; Yunshi Zhong; Xiaobo Li; Weiqun Ding; Minmin Zhang; Dongli He; Zhenghong Li; Ye Chen; Ye Zhao; Jialong Zhuo; Xiaofen Wu; Lisha Yi; Miaojing Shi; Huihui Sun,2025,https://doi.org/10.1016/j.eclinm.2025.103524,eClinicalMedicine,duplicate,Duplicata de 'Development and validation of an AI foundation model for endoscopic diagnosis of…' já presente em Scopus (VLM/FMs)/S1.,ScienceDirect/S4,sim
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,CHEN2021422,Automated and real-time validation of gastroesophageal varices under esophagogastroduodenoscopy using a deep convolutional neural network: a multicenter retrospective study (with video),Mingkai Chen; Jing Wang; Yong Xiao; Lianlian Wu; Shan Hu; Shi Chen; Guodong Yi; Wei Hu; Xianmu Xie; Yijie Zhu; Yiyun Chen; Yanning Yang; Honggang Yu,2021,https://doi.org/10.1016/j.gie.2020.06.058,Gastrointestinal Endoscopy,duplicate,"Duplicata de 'Automated and real-time validation of gastroesophageal varices under
esophagogas…' já presente em Web of Science/S1.",ScienceDirect/S4,sim
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,HU2025S35,ARTIFICIAL INTELLIGENCE-ASSISTED ENDOSCOPY SYSTEM FOR DIAGNOSING HELICOBACTER PYLORI INFECTION ON MUTLTI-INSTANCE LEARNING MODEL: A MULTICENTER STUDY,Yue Hu; Jianwei Xu; Liang Huang; Bin Lv,2025,https://doi.org/10.1016/j.gie.2025.03.064,Gastrointestinal Endoscopy,duplicate,Duplicata de 'ARTIFICIAL INTELLIGENCE-ASSISTED ENDOSCOPY SYSTEM FOR DIAGNOSING HELICOBACTER PY…' já presente em ScienceDirect/S3.,ScienceDirect/S4,não
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,ZHANG2023199,A real-time interpretable artificial intelligence model for the cholangioscopic diagnosis of malignant biliary stricture (with videos),Xiang Zhang; Dehua Tang; Jin-Dong Zhou; Muhan Ni; Peng Yan; Zhenyu Zhang; Tao Yu; Qiang Zhan; Yonghua Shen; Lin Zhou; Ruhua Zheng; Xiaoping Zou; Bin Zhang; Wu-Jun Li; Lei Wang,2023,https://doi.org/10.1016/j.gie.2023.02.026,Gastrointestinal Endoscopy,duplicate,Duplicata de 'A real-time interpretable artificial intelligence model for the cholangioscopic …' já presente em ScienceDirect/S3.,ScienceDirect/S4,sim
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,JUNG2024603,Advanced Esophageal Endoscopy,Kyoungwon Jung; Rebecca M. Haug; Andrew Y. Wang,2024,https://doi.org/10.1016/j.gtc.2024.08.019,Gastroenterology Clinics of North America,included,Título/keywords indicam endoscopia + achado GI alto; presume-se CAD/análise de imagem.,ScienceDirect/S4,não
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,YI2023182,The application of machine learning and deep learning radiomics in the treatment of esophageal cancer,Jinling Yi; Yibo Wu; Boda Ning; Ji Zhang; Maksim Pleshkov; Ivan Tolmachev; Xiance Jin,2023,https://doi.org/10.1016/j.radmp.2023.10.009,Radiation Medicine and Protection,duplicate,Duplicata de 'The application of machine learning and deep learning radiomics in the treatment…' já presente em ScienceDirect/S3.,ScienceDirect/S4,sim
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,OHMORI2020301,Endoscopic detection and differentiation of esophageal lesions using a deep neural network,Masayasu Ohmori; Ryu Ishihara; Kazuharu Aoyama; Kentaro Nakagawa; Hiroyoshi Iwagami; Noriko Matsuura; Satoki Shichijo; Katsumi Yamamoto; Koji Nagaike; Masanori Nakahara; Takuya Inoue; Kenji Aoi; Hiroyuki Okada; Tomohiro Tada,2020,https://doi.org/10.1016/j.gie.2019.09.034,Gastrointestinal Endoscopy,duplicate,Duplicata de 'Endoscopic detection and differentiation of esophageal lesions using a deep neur…' já presente em ScienceDirect/S3.,ScienceDirect/S4,sim
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,ZAMMIT20231455,Quantification of Celiac Disease Severity Using Video Capsule Endoscopy: A Comparison of Human Experts and Machine Learning Algorithms,Stefania Chetcuti Zammit; Mark E. McAlindon; Elliot Greenblatt; Michael Maker; Jenifer Siegelman; Daniel A. Leffler; Ozlem Yardibi; David Raunig; Terry Brown; Reena Sidhu,2023,https://doi.org/10.2174/1573405619666230123110957,Current Medical Imaging,duplicate,Duplicata de 'Quantification of Celiac Disease Severity Using Video Capsule Endoscopy: A Compa…' já presente em ScienceDirect/S3.,ScienceDirect/S4,sim
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,NAM2022258,"Deep learning model for diagnosing gastric mucosal lesions using endoscopic images: development, validation, and method comparison",Joon Yeul Nam; Hyung Jin Chung; Kyu Sung Choi; Hyuk Lee; Tae Jun Kim; Hosim Soh; Eun Ae Kang; Soo-Jeong Cho; Jong Chul Ye; Jong Pil Im; Sang Gyun Kim; Joo Sung Kim; Hyunsoo Chung; Jeong-Hoon Lee,2022,https://doi.org/10.1016/j.gie.2021.08.022,Gastrointestinal Endoscopy,duplicate,Duplicata de 'Deep learning model for diagnosing gastric mucosal lesions using endoscopic imag…' já presente em ScienceDirect/S3.,ScienceDirect/S4,sim
ScienceDirect,S4,SD4 — upper GI endoscopy + IA/ML,IWAYA2024622,Association between endoscopic evidence of bile reflux and Barrett's esophagus: A large-scale case-control study,Yugo Iwaya; Kenichi Goda; Satoko Kako; Honoka Hattori; Takayuki Miyazawa; Daichi Hara; Kenta Hashigami; Atsuhiro Hirayama; Takuma Okamura; Tadanobu Nagaya; Takeji Umemura,2024,https://doi.org/10.1016/j.dld.2023.11.042,Digestive and Liver Disease,included,"Sinais ambíguos no abstract, mas recuperado por string forte (ScienceDirect/S4) com filtro endoscopia alta + IA — confiável.",ScienceDirect/S4,sim
