base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Chiang2026343,A rural-to-center artificial intelligence model for diagnosing Helicobacter pylori infection and premalignant gastric conditions using endoscopy images captured in routine practice,"Chiang, Tsung-Hsien; Hsu, Yen-Ning; Chen, Min-Han; Chen, Yi-Ru; Cheng, Hsiu-Chi; Chen, Mei-Jin; Lee, Fu-Jen; Chang, Chi-Yang; Chang, Chun-Chao; Bair, Ming-Jong; Liou, Jyh-Ming; Chen, Chiuan-Jung; Chen, Yen-Chung; Chiang, Hung; Shun, Chia-Tung; Liu, Jui-Hsuan; Chiu, Han-Mo; Wu, Ming-Shiang; Yu, Jiun-Yu; Guo, Ruey-Shan; Lin, Jaw-Town; Lee, Yi-Chia; Chen, Chu-Song",2026,,Endoscopy,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S2,sim
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Al_Hayek2026,Efficacy of artificial intelligence–assisted upper gastrointestinal endoscopy for neoplasm detection: a systematic review and meta-analysis of randomized controlled trials,"Al Hayek, Mohammad; Barberio, Brigida; Al Hayek, Osamah; Rugge, Massimo; Di Pietro, Massimiliano; Nounou, Mohamedhen Vall; Elhadi, Muhammed; Savarino, Edoardo Vincenzo",2026,,Gastrointestinal Endoscopy,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Scopus/S2,sim
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Oh2025,Application of artificial intelligence in the detection of Borrmann type 4 advanced gastric cancer in upper endoscopy (with video),"Oh, Mi Jin; Park, Jinbae; Jeon, Jiwoon; Park, Mina; Kang, Seungkyung; Kim, Su Hyun; Park, Su Hee; Chang, Young Hoon; Shin, Cheol Min; Kang, Seung Joo; Lee, Seunghan; Kim, Sang Gyun; Cho, Soo-Jeong",2025,,Cancer,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S2,sim
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Sun2022459,Lesion Segmentation in Gastroscopic Images Using Generative Adversarial Networks,"Sun, Yaru; Li, Yunqi; Wang, Pengfei; He, Dongzhi; Wang, Zhiqiang",2022,,Journal of Digital Imaging,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S2,sim
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Kanesaka2026,Artificial Intelligence for the Detection of Neoplastic Lesions During Upper Gastrointestinal Endoscopy: Diagnostic Performance and Future Directions,"Kanesaka, Takashi",2026,,Digestive Endoscopy,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Scopus/S2,não
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Hu20253011,AI-based large-scale screening of gastric cancer from noncontrast CT imaging,"Hu, Can; Xia, Yingda; Zheng, Zhilin; Cao, Mengxuan; Zheng, Guoliang; Chen, Shangqi; Sun, Jiancheng; Chen, Wujie; Zheng, Qi; Pan, Siwei; Zhang, Yanqiang; Chen, Jiahui; Yu, Pengfei; Xu, Jingli; Xu, Jianwei; Qiu, Zhongwei; Lin, Tiancheng; Yun, Boxiang; Yao, Jiawen; Guo, Wenchao; Gao, Chen; Kong, Xianghui; Chen, Keda; Wen, Zhengle; Zhu, Guanxia; Qiao, Jinfang; Pan, Yibo; Li, Huan; Gong, Xijun; Ye, Zaisheng; Ao, Weiqun; Zhang, Lei; Yan, Xing; Tong, Yahan; Yang, Xinxin; Zheng, Xiaozhong; Fan, Shufeng; Cao, Jielu; Yan, Cheng; Xie, Kangjie; Zhang, Shengjie; Wang, Yao; Zheng, Lin; Wu, Yingjie; Ge, Zufeng; Tian, Xiyuan; Zhang, Xin; Wang, Yan; Zhang, Ruolan; Wei, Yizhou; Zhu, Weiwei; Zhang, Jianfeng; Qiu, Hanjun; Su, Miaoguang; Shi, Lei; Xu, Zhiyuan; Zhang, Ling; Cheng, Xiangdong",2025,,Nature Medicine,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S2,sim
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Pornvoraphat2023,Real-time gastric intestinal metaplasia diagnosis tailored for bias and noisy-labeled data with multiple endoscopic imaging,"Pornvoraphat, Passin; Tiankanon, Kasenee; Pittayanon, Rapat; Sunthornwetchapong, Phanukorn; Vateekul, Peerapon; Rerknimitr, Rungsun",2023,,Computers in Biology and Medicine,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Scopus/S2,sim
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Krenzer2026276,Classification of Gastroscopy Images Under Extreme Class Imbalance: A Deep Learning Pipeline,"Krenzer, Adrian; Friedetzki, Tobias; Dietsch, Max; Puppe, Frank",2026,,Lecture Notes in Computer Science,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,Scopus/S2; Scopus/S3,sim
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Fujishiro2026,World Endoscopy Organization Position Statements for Artificial Intelligence in Endoscopic Diagnosis of Gastric Epithelial Neoplasia,"Fujishiro, Mitsuhiro; Kakushima, Naomi; Abe, Seiichiro; Yip, Hon Chi; Liu, Xuemei; Kim, Gwan Ha; Pioche, Mathieu; Cortas, George Adel; Sumiyama, Kazuki; Arantes, Vitor Nunes; Emura, Fabian; Dinis-Ribeiro, Mário",2026,,Digestive Endoscopy,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S2,sim
Scopus,S2,Scopus S2 — Lesões e alterações gástricas por IA,Visaggi20241008,"Artificial Intelligence Tools for the Diagnosis of Eosinophilic Esophagitis in Adults Reporting Dysphagia: Development, External Validation, and Software Creation for Point-of-Care Use","Visaggi, Pierfrancesco; Del Corso, Giulio; Baiano Svizzero, Federica; Ghisa, Matteo; Bardelli, Serena; Venturini, Arianna; Stefani Donati, Delio; Barberio, Brigida; Marciano, Emanuele; Bellini, Massimo; Dunn, Jason; Wong, Terry; de Bortoli, Nicola; Savarino, Edoardo V.; Zeki, Sebastian",2024,,Journal of Allergy and Clinical Immunology: In Practice,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,Scopus/S2,sim
