base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,8919015,Gastric Section Detection Based on Decision Fusion of Convolutional Neural Networks,"Lin, Ting-Hsuan; Huang, Chun-Rong; Cheng, Hsiu-Chi; Sheu, Bor-Shyang",2019,10.1109/BIOCAS.2019.8919015,2019 IEEE Biomedical Circuits and Systems Conference (BioCAS),duplicate,Duplicata de 'Gastric Section Detection Based on Decision Fusion of Convolutional Neural Netwo…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,11378939,Spatio-Temporal Deep Learning for GERD Severity Classification in Endoscopic Videos,"R, Kabilesh Kumar; Shyni, I Domilin; S, Manish Dutt",2025,10.1109/IDICAIHEI65991.2025.11378939,"2025 3rd DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry (IDICAIHEI)",duplicate,Duplicata de 'Spatio-Temporal Deep Learning for GERD Severity Classification in Endoscopic Vid…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,10200950,Gastric Endoscopy Image Classification Based on MobileSiT-SimAM,"Xia, Xin; Luo, WenJie; Li, Tan; Liu, ZeMin",2023,10.1109/ICEIEC58029.2023.10200950,2023 IEEE 13th International Conference on Electronics Information and Emergency Communication (ICEIEC),duplicate,Duplicata de 'Gastric Endoscopy Image Classification Based on MobileSiT-SimAM…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,8657018,Automatic Analysis of Endoscopic Images for Polyps Detection and Segmentation,"Pozdeev, Alexandr A.; Obukhova, Nataliia A.; Motyko, Alexandr A.",2019,10.1109/EIConRus.2019.8657018,2019 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (EIConRus),duplicate,Duplicata de 'Automatic analysis of endoscopic images for polyps detection and segmentation…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9871776,Malignancy Suspicious Region Guided Deep Neural Networks for Gastric Ulcer Classification,"Zheng, Xiaoyan; Zeng, Zeng; Ma, Can; Chang, Qing; Zhao, Ziyuan; Yang, Xulei",2022,10.1109/EMBC48229.2022.9871776,2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),duplicate,Duplicata de 'Malignancy Suspicious Region Guided Deep Neural Networks for Gastric Ulcer Class…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9852098,CNN quantization for anatomical landmarks classification from upper gastrointestinal endoscopic images on Edge Devices,"Le, Minh Quan; Nguyen, Quang Tung; Dao, Viet Hang; Tran, Thanh-Hai",2022,10.1109/ICCE55644.2022.9852098,2022 IEEE Ninth International Conference on Communications and Electronics (ICCE),duplicate,Duplicata de 'CNN quantization for anatomical landmarks classification from upper gastrointest…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9396379,The Automatic Method of Endoscopic Images Analysis for Differential Diagnosis,"Xin, Yang; Obukhova, Nataliia A.; Titov, Ivan P.",2021,10.1109/ElConRus51938.2021.9396379,2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (ElConRus),duplicate,Duplicata de 'The Automatic Method of Endoscopic Images Analysis for Differential Diagnosis…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,7407907,Lesion detection of endoscopy images based on convolutional neural network features,"Zhu, Rongsheng; Zhang, Rong; Xue, Dixiu",2015,10.1109/CISP.2015.7407907,2015 8th International Congress on Image and Signal Processing (CISP),duplicate,Duplicata de 'Lesion detection of endoscopy images based on convolutional neural network featu…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,8513274,Automatic detection of early gastric cancer in endoscopic images using a transferring convolutional neural network,"Sakai, Y.; Takemoto, S.; Hori, K.; Nishimura, M.; Ikematsu, H.; Yano, T.; Yokota, H.",2018,10.1109/EMBC.2018.8513274,2018 40th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),duplicate,Duplicata de 'Automatic detection of early gastric cancer in endoscopic images using a transfe…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9107452,Deep Ensemble Feature Network for Gastric Section Classification,"Lin, Ting-Hsuan; Jhang, Jyun-Yao; Huang, Chun-Rong; Tsai, Yu-Ching; Cheng, Hsiu-Chi; Sheu, Bor-Shyang",2021,10.1109/JBHI.2020.2999731,IEEE Journal of Biomedical and Health Informatics,duplicate,Duplicata de 'Deep Ensemble Feature Network for Gastric Section Classification…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9871040,Analysis of classification tradeoff in deep learning for gastric cancer detection,"Lima, Gabriel; Coimbra, Miguel; Dinis-Ribeiro, Mário; Libânio, Diogo; Renna, Francesco",2022,10.1109/EMBC48229.2022.9871040,2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),duplicate,Duplicata de 'Analysis of classification tradeoff in deep learning for gastric cancer detectio…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9066514,Computer-Aided WCE Diagnosis Using Convolutional Neural Network and Label Transfer,"Wang, Qiang; Fan, Huijie; Tang, Yandong",2019,10.1109/CYBER46603.2019.9066514,"2019 IEEE 9th Annual International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)",duplicate,Duplicata de 'Computer-Aided WCE Diagnosis Using Convolutional Neural Network and Label Transf…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9895254,Improvement of Gastroscopy Classification Performance Through Image Augmentation Using a Gradient-Weighted Class Activation Map,"Ham, Hyun-Sik; Lee, Han-Sung; Chae, Jung-Woo; Cho, Hyun Chin; Cho, Hyun-Chong",2022,10.1109/ACCESS.2022.3207839,IEEE Access,duplicate,Duplicata de 'Improvement of Gastroscopy Classification Performance Through Image Augmentation…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,10742420,Simultaneous Segmentation and Classification of Esophageal Lesions Using Attention Gating Pyramid Vision Transformer,"Ge, Peixuan; Yan, Tao; Wong, Pak Kin; Li, Zheng; Chan, In Neng; Yu, Hon Ho; Chan, Chon In; Yao, Liang; Hu, Ying; Gao, Shan",2025,10.1109/TETCI.2024.3485704,IEEE Transactions on Emerging Topics in Computational Intelligence,duplicate,Duplicata de 'Simultaneous Segmentation and Classification of Esophageal Lesions Using Attenti…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,8359121,Detecting and Locating Gastrointestinal Anomalies Using Deep Learning and Iterative Cluster Unification,"Iakovidis, Dimitris K.; Georgakopoulos, Spiros V.; Vasilakakis, Michael; Koulaouzidis, Anastasios; Plagianakos, Vassilis P.",2018,10.1109/TMI.2018.2837002,IEEE Transactions on Medical Imaging,duplicate,Duplicata de 'Detecting and Locating Gastrointestinal Anomalies Using Deep Learning and Iterat…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,10394686,Segmentation and Classification of Gastric Cancer from Endoscopic Image Dataset with the Aid of Artificial Intelligence,"Anitha, Cuddapah; Srinivas Rao, Vemu; R, Ramyadevi.; R, Maya.; Debroy, Subhasish; R, Mahaveerakannan",2023,10.1109/ICECA58529.2023.10394686,"2023 7th International Conference on Electronics, Communication and Aerospace Technology (ICECA)",duplicate,Duplicata de 'Segmentation and Classification of Gastric Cancer from Endoscopic Image Dataset …' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,11199511,A Radiomics-Based Approach to Gastric Imaging Biomarker Extraction in Upper GI Endoscopy,"Teixeira, Nuno; Almeida, Eduarda; Dinis-Ribeiro, Mario; Coimbra, Miguel",2025,10.1109/ENBENG67130.2025.11199511,2025 IEEE 8th Portuguese Meeting on Bioengineering (ENBENG),duplicate,Duplicata de 'A Radiomics-Based Approach to Gastric Imaging Biomarker Extraction in Upper GI E…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9701513,Classification of anatomical landmarks from upper gastrointestinal endoscopic images⋆,"Tran, Thanh-Hai; Nguyen, Phuong-Thao; Tran, Duc-Huy; Manh, Xuan-Huy; Vu, Danh-Huy; Ho, Nguyen-Khang; Do, Khanh-Linh; Nguyen, Van-Tuan; Nguyen, Long-Thuy; Dao, Viet-Hang; Vu, Hai",2021,10.1109/NICS54270.2021.9701513,2021 8th NAFOSTED Conference on Information and Computer Science (NICS),duplicate,Duplicata de 'Classification of anatomical landmarks from upper gastrointestinal endoscopic im…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,8962033,Non-Local Attention and Densely-Connected Convolutional Neural Networks for Malignancy Suspiciousness Classification of Gastric Ulcer,"Sun, Muyi; Liang, Kaiyi; Zhang, Wenbao; Chang, Qing; Zhou, Xiaoguang",2020,10.1109/ACCESS.2020.2967350,IEEE Access,duplicate,Duplicata de 'Non-Local attention and Densely-Connected Convolutional Neural Networks for Mali…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9095753,Image Classification to Diagnose Chronic Atrophic Gastritis Based on Squeeze-and-Excitation Block,"Gong, Jiamin; Ma, Doudou; Zhang, Yaqiong; Jiang, Jiewei; Pei, Mengjie",2020,10.1109/ICCCBDA49378.2020.9095753,2020 IEEE 5th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),duplicate,Duplicata de 'Image Classification to Diagnose Chronic Atrophic Gastritis Based on Squeeze-and…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,9842519,Application of Improved Mask R-CNN Algorithm Based on Gastroscopic Image in Detection of Early Gastric Cancer,"Cui, Zhi-Heng; Zhang, Qin-Yan; Zhang, Jing-Wei; Sun, Xue; Wang, Qing; Lei, Yi; Zang, Lin; Zhao, Li; Yang, Ji-Jiang",2022,10.1109/COMPSAC54236.2022.00221,"2022 IEEE 46th Annual Computers, Software, and Applications Conference (COMPSAC)",duplicate,Duplicata de 'Application of Improved Mask R-CNN Algorithm Based on Gastroscopic Image in Dete…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,10872498,Research on Gastritis Endoscopic Images Classification Based on SE-RepLKNet,"Jin, Xinao; Zhao, Yining; Cao, Yuqi; Zhang, Gangzhi; Zhang, Guangxin; Han, Yuehua",2024,10.1109/ICCVIT63928.2024.10872498,"2024 2nd International Conference on Computer, Vision and Intelligent Technology (ICCVIT)",duplicate,Duplicata de 'Research on Gastritis Endoscopic Images Classification Based on SE-RepLKNet…' já presente em Scopus/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,11134015,OSNet-DCN: Integrating Deformable Feature Learning for Tracking Lesion in Endoscopic Videos,"Cao, Thanh-Tung; Nguyen, Thi-Thu-Huong; Manh, Xuan-Huy; Kieu, Anh-Hao; Nguyen, Thanh-Tung; Dao, Viet-Hang; Vu, Hai",2025,10.1109/MAPR67746.2025.11134015,2025 International Conference on Multimedia Analysis and Pattern Recognition (MAPR),duplicate,Duplicata de 'OSNet-DCN: Integrating Deformable Feature Learning for Tracking Lesion in Endosc…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,11200389,Automatic Segmentation of Metaplasia in an Endoscopic Decision Support System,"Obukhova, N.; Motyko, A.; Savelev, A.; Saveleva, O.; Samarin, A.; Sigaeva, J.",2025,10.1109/ICIVC66358.2025.11200389,"2025 10th International Conference on Image, Vision and Computing (ICIVC)",duplicate,Duplicata de 'Automatic Segmentation of Metaplasia in an Endoscopic Decision Support System…' já presente em IEEE/S1.,IEEE/S2,sim
IEEE,S2,IEEE S2 — DL/CNN específico para endoscopia alta,11416192,"A Lesion-Based Attention Mechanism for Real-Time, Lightweight, and Performance-Enhanced Endoscopic Image Analysis","Yoon, Namkyung; Joo, Hyeontae; Kim, Hwangnam",2025,10.1109/AIoT66900.2025.00089,2025 IEEE Annual Congress on Artificial Intelligence of Things (AIoT),duplicate,"Duplicata de 'A Lesion-Based Attention Mechanism for Real-Time, Lightweight, and Performance-E…' já presente em Scopus/S1.",IEEE/S2,sim
