base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
ScienceDirect,S6,SD6 — Pólipos gástricos,ZHOU2023107301,Classification of precancerous lesions based on fusion of multiple hierarchical features,Huijun Zhou; Zhenyang Liu; Ting Li; Yifei Chen; Wei Huang; Zijian Zhang,2023,https://doi.org/10.1016/j.cmpb.2022.107301,Computer Methods and Programs in Biomedicine,duplicate,"Duplicata de 'Classification of precancerous lesions based on fusion of multiple
hierarchical …' já presente em Web of Science/S1.",ScienceDirect/S6,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,WANG20161,Scalable gastroscopic video summarization via similar-inhibition dictionary selection,Shuai Wang; Yang Cong; Jun Cao; Yunsheng Yang; Yandong Tang; Huaici Zhao; Haibin Yu,2016,https://doi.org/10.1016/j.artmed.2015.08.006,Artificial Intelligence in Medicine,duplicate,"Duplicata de 'Scalable gastroscopic video summarization via similarle-inhibition
dictionary se…' já presente em Web of Science/S1.",ScienceDirect/S6,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,JEONG2025110689,A lightweight YOLOv8-based model for gastric cancer detection,Seung-Won Jeong; Shabir Ahmad; Jae-Seoung Kim; Taegkeun Whangbo,2025,https://doi.org/10.1016/j.compbiomed.2025.110689,Computers in Biology and Medicine,duplicate,Duplicata de 'A lightweight YOLOv8-based model for gastric cancer detection…' já presente em ScienceDirect/S1.,ScienceDirect/S6,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,ZHANG2023181,Effect of a deep learning–based automatic upper GI endoscopic reporting system: a randomized crossover study (with video),Lihui Zhang; Zihua Lu; Liwen Yao; Zehua Dong; Wei Zhou; Chunping He; Renquan Luo; Mengjiao Zhang; Jing Wang; Yanxia Li; Yunchao Deng; Chenxia Zhang; Xun Li; Renduo Shang; Ming Xu; Junxiao Wang; Yu Zhao; Lianlian Wu; Honggang Yu,2023,https://doi.org/10.1016/j.gie.2023.02.025,Gastrointestinal Endoscopy,duplicate,Duplicata de 'Effect of a deep learning-based automatic upper GI endoscopic reporting system: …' já presente em PubMed/S3.,ScienceDirect/S6,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,HUANG2023100467,A masked graph neural network model for real-time gastric polyp detection in Healthcare 4.0,Junjun Huang; Shier Nee Saw; Tianran He; Wei Feng; Chu Kiong Loo,2023,https://doi.org/10.1016/j.jii.2023.100467,Journal of Industrial Information Integration,included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,ScienceDirect/S6; ScienceDirect/S8; Web of Science/S1; Web of Science/S2; Web of Science/S3,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,LIN2025111431,WtNGAN: Unpaired image translation from white light images to narrow-band images,Qinghua Lin; Zuoyong Li; Kun Zeng; Jie Wen; Yuting Jiang; Jian Chen,2025,https://doi.org/10.1016/j.patcog.2025.111431,Pattern Recognition,duplicate,"Duplicata de 'WtNGAN: Unpaired image translation from white light images to
narrow-band images…' já presente em Web of Science/S1.",ScienceDirect/S6,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,LIU1996327,Machine learning techniques in early screening for gastric and oesophageal cancer,W.Z. Liu; A.P. White; M.T. Hallissey; J.W.L. Fielding,1996,https://doi.org/10.1016/0933-3657(95)00039-9,Artificial Intelligence in Medicine,included,DL/CV aplicado a achados do trato GI alto — presume-se imagens endoscópicas/histopatológicas.,ScienceDirect/S6,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,CHEN2026115833,Early detection and subtyping of gastric cancer: A cell-free DNA fragmentome-based liquid biopsy method,Yongyi Chen; Haiqi Liao; Yuzhi Liu; Liulin Luo; Jiangang Jin; Dingding Hou; Wenjia Liu; Hanqing Zhang; Beilong He; Miao Luo; Wei Liu; Ziao Lin; Songxiao Xu,2026,https://doi.org/10.1016/j.isci.2026.115833,iScience,included,DL/CV aplicado a achados do trato GI alto — presume-se imagens endoscópicas/histopatológicas.,ScienceDirect/S6,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,WU2022269,Real-time artificial intelligence for detecting focal lesions and diagnosing neoplasms of the stomach by white-light endoscopy (with videos),Lianlian Wu; Ming Xu; Xiaoda Jiang; Xinqi He; Heng Zhang; Yaowei Ai; Qiaoyun Tong; Peihua Lv; Bin Lu; Mingwen Guo; Manling Huang; Liping Ye; Lei Shen; Honggang Yu,2022,https://doi.org/10.1016/j.gie.2021.09.017,Gastrointestinal Endoscopy,duplicate,Duplicata de 'Real-time artificial intelligence for detecting focal lesions and diagnosing neo…' já presente em Scopus/S1.,ScienceDirect/S6,sim
ScienceDirect,S6,SD6 — Pólipos gástricos,HU202333,Chinese consensus on multidisciplinary diagnosis and treatment of gastroesophageal reflux disease 2022,Zhiwei Hu; Jimin Wu; Zhonggao Wang; Xinghua Bai; Yu Lan; Kefang Lai; Abudureyimu Kelimu; Feng Ji; Zhenling Ji; Diyu Huang; Zhiwei Hu; Xiaohua Hou; Jianyu Hao; Zhining Fan; Xiaoping Chen; Dong Chen; Shengliang Chen; Jinrang Li; Junxiang Li; Lan Li; Peng Li; Zhigang Li; Lin Lin; Bianying Liu; Dian-gang Liu; Yiping Lu; Bin Lü; Qiuping Lü; Ming Qiu; Zhongmin Qiu; Huajao Shen; Jun Tai; Yanping Tang; Wen Tian; Zhonghao Wang; Bangmao Wang; Jian-an Wang; Ju Wang; Qi Wang; Songling Wang; Wen Wang; Zhifei Wang; Wei Wei; Zhiwei Wu; Wei Wu; YanQiao Wu; Yu Wu; Jixiang Wu; Yinglian Xiao; Wen Xu; Xiwei Xu; Fuquan Yang; HuiQi Yang; Yunsheng Yang; Qiyuan Yao; Chunzhao Yu; Peng Zhang; Xiaolan Zhang; Taicheng Zhou; Duowu Zou,2023,https://doi.org/10.1016/j.gande.2023.01.001,Gastroenterology & Endoscopy,included,Sem abstract; recuperado por string forte (ScienceDirect/S6) que já restringe a endoscopia alta + IA/DL e exclui colorretal — confiável.,ScienceDirect/S6; ScienceDirect/S9,não
