base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_978-981-97-5504-2_74,Automatic Classifying Informative Frames for Upper Gastrointestinal Endoscopy Diagnosis Using Deep Learning Method,Van Duy Truong; Duc Anh Nguyen; Xuan Huy Manh; Thu Huong Nguyen; Thi Thuy Pham; Thanh Tung Nguyen; Phuc Binh Nguyen; Hang Viet Dao; Hai Vu,2024,10.1007/978-981-97-5504-2_74,Proceedings of the International Conference on Intelligent Systems and Networks,duplicate,Duplicata de 'Automatic Classifying Informative Frames for Upper Gastrointestinal Endoscopy Di…' já presente em Scopus/S1.,Springer Nature Link/S1,não
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_s13755-026-00457-8,An explainable hybrid deep-learning and machine learning framework for automatic coeliac disease detection from duodenal endoscopy images,Souaad Hamza-Cherif; Adil Gaouar; Zineb Aziza El Aouaber; Nesma Settouti,2026,10.1007/s13755-026-00457-8,Health Information Science and Systems,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Springer Nature Link/S1; Springer Nature Link/S2; Springer Nature Link/S5,não
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_978-3-031-86069-0_26,Esophageal Cancer Diagnosis with a Bilinear Pooling and Attention-Based Convolutional Neural Network,Vikas Raina; Haewon Byeon; Manisha Bhende; K. Sri Yogi; Ismail Keshta; Kanishka Sardana,2025,10.1007/978-3-031-86069-0_26,Advanced Network Technologies and Computational Intelligence,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Springer Nature Link/S1; Springer Nature Link/S2; Springer Nature Link/S5,não
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_s40846-025-00936-5,A Deep Learning Method for Automated Site Recognition of Nasopharyngeal Endoscopic Images,Jiayin Lei; Wei Yang; Rongqian Yang,2025,10.1007/s40846-025-00936-5,Journal of Medical and Biological Engineering,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Springer Nature Link/S1; Springer Nature Link/S2,não
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_s00464-025-12534-2,AI-powered hierarchical classification of ampullary neoplasms: a deep learning approach using white-light and narrow-band imaging,Dan Yoon; Sung Hoon Chang; Woo Hyun Paik; Chang Hyun Kim; Byeong Soo Kim; Young Gyun Kim; Hyunsoo Chung; Ji Kon Ryu; Sang Hyub Lee; In Rae Cho; Seong Ji Choi; Joo Seong Kim; Sungwan Kim; Jin Ho Choi,2026,10.1007/s00464-025-12534-2,Surgical Endoscopy,included,"Endoscopia com contribuição metodológica relevante (multilabel, desbalanceamento, explicabilidade ou artefatos).",Springer Nature Link/S1; Springer Nature Link/S2,sim
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1186_s13640-024-00634-3,Hybrid model-based early diagnosis of esophageal disorders using convolutional neural network and refined logistic regression,R. Janaki; D. Lakshmi,2024,10.1186/s13640-024-00634-3,EURASIP Journal on Image and Video Processing,duplicate,"Duplicata de 'Hybrid model-based early diagnosis of esophageal disorders using
convolutional n…' já presente em Web of Science/S1.",Springer Nature Link/S1,não
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_s00464-025-12423-8,Multi-region and multi-image convolutional neural network model for detecting gastric helicobacter pylori infection,Jie Dai; Zhijian Li; Xigang Zhang; Chunxiao Lai; Guiming Liu; Ruiya Zhang; Lizhi Yi; Hui Yang; Lin Qiu; Yu Lin; Quansheng Guan; Zhenyu Wang; Zhifang Zhao; Huihong Ji; Shunhui He; Haiyang Jiang; Feng Li; Yang Bai,2025,10.1007/s00464-025-12423-8,Surgical Endoscopy,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Springer Nature Link/S1; Springer Nature Link/S2,não
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_s00464-025-12560-0,Effect of <i>Helicobacter pylori</i> infection on deep learning-assisted detection of gastric neoplastic lesions under white light endoscopy,Lingling Yan; Liangmin Zhang; Renquan Luo; Jiacheng Li; Weixia Wu; Weidan Wu; Zhenzhen Wang; Jinbang Peng; Haideng Yang; Binbin Gu; Xinli Mao,2026,10.1007/s00464-025-12560-0,Surgical Endoscopy,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Springer Nature Link/S1; Springer Nature Link/S2,não
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_s10278-025-01827-6,"2D, 2.5D, or 3D? Comparing Dimensional Approaches in Deep Neural Networks for 3D Medical Image Analysis",Maolin Li; Chenwei Zhou; Shengnan Cao,2026,10.1007/s10278-025-01827-6,Journal of Imaging Informatics in Medicine,included,Sem abstract; recuperado por string forte (Springer-Nature-Link/S1) que já restringe a endoscopia alta + IA/DL e exclui colorretal — confiável.,Springer Nature Link/S1,não
Springer Nature Link,S1,Springer S1 — Principal: IA/DL em endoscopia digestiva alta,sp_10.1007_s11042-024-18910-9,A graph-optimized deep learning framework for recognition of Barrett’s esophagus and reflux esophagitis,Muzhou Hou; Jiaoju Wang; Taohua Liu; Zhaoying Li; Alphonse Houssou Hounye; Xiaowei Liu; Kaifu Wang; Shuijiao Chen,2024,10.1007/s11042-024-18910-9,Multimedia Tools and Applications,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Springer Nature Link/S1; Springer Nature Link/S2,não
