base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1007_s00261-025-05181-7,Artificial intelligence in gastric cancer: a systematic review of machine learning and deep learning applications,Muna Alsallal; Marwah Shaker Habeeb; Krunal Vaghela; H. Malathi; Alisha Vashisht; Prabhat Kumar Sahu; Devendra Singh; Ali Fawzi Al-Hussainy; Idris A. Aljanaby; Hayder Naji Sameer; Zainab H. Athab; Mohaned Adil; Ahmed Yaseen; Bagher Farhood,2025,10.1007/s00261-025-05181-7,Abdominal Radiology,included,"Título/keywords indicam DL/CV em endoscopia digestiva alta ou achado GI, mesmo sem abstract.",Springer Nature Link/S2,não
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1038_s41598-024-83721-9,Evaluation of an artificial intelligence-based system for real-time high-quality photodocumentation during esophagogastroduodenoscopy,Byeong Yun Ahn; Junwoo Lee; Jeonga Seol; Ji Yoon Kim; Hyunsoo Chung,2025,10.1038/s41598-024-83721-9,Scientific Reports,duplicate,"Duplicata de 'Evaluation of an artificial intelligence-based system for real-time
high-quality…' já presente em Web of Science/S1.",Springer Nature Link/S2,não
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1007_s00464-025-12423-8,Multi-region and multi-image convolutional neural network model for detecting gastric helicobacter pylori infection,Jie Dai; Zhijian Li; Xigang Zhang; Chunxiao Lai; Guiming Liu; Ruiya Zhang; Lizhi Yi; Hui Yang; Lin Qiu; Yu Lin; Quansheng Guan; Zhenyu Wang; Zhifang Zhao; Huihong Ji; Shunhui He; Haiyang Jiang; Feng Li; Yang Bai,2025,10.1007/s00464-025-12423-8,Surgical Endoscopy,duplicate,Duplicata de 'Multi-region and multi-image convolutional neural network model for detecting ga…' já presente em Springer Nature Link/S1.,Springer Nature Link/S2,não
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1007_s00464-026-12660-5,Influence of sex differences among endoscopists in gastric cancer and precancerous condition detection rate during EGD in the artificial intelligence era: a retrospective study,Yijie Zhu; Li Huang; Dexin Gong; Zehua Dong; Chenxia Zhang; Jingzhai Wang; Xiao Tao; Ping Wan; Lianlian Wu; Yu Zhang,2026,10.1007/s00464-026-12660-5,Surgical Endoscopy,duplicate,Duplicata de 'Influence of sex differences among endoscopists in gastric cancer and precancero…' já presente em PubMed/S3.,Springer Nature Link/S2,não
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1007_s00464-025-12560-0,Effect of <i>Helicobacter pylori</i> infection on deep learning-assisted detection of gastric neoplastic lesions under white light endoscopy,Lingling Yan; Liangmin Zhang; Renquan Luo; Jiacheng Li; Weixia Wu; Weidan Wu; Zhenzhen Wang; Jinbang Peng; Haideng Yang; Binbin Gu; Xinli Mao,2026,10.1007/s00464-025-12560-0,Surgical Endoscopy,duplicate,Duplicata de 'Effect of <i>Helicobacter pylori</i> infection on deep learning-assisted detecti…' já presente em Springer Nature Link/S1.,Springer Nature Link/S2,não
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1007_s13755-026-00457-8,An explainable hybrid deep-learning and machine learning framework for automatic coeliac disease detection from duodenal endoscopy images,Souaad Hamza-Cherif; Adil Gaouar; Zineb Aziza El Aouaber; Nesma Settouti,2026,10.1007/s13755-026-00457-8,Health Information Science and Systems,duplicate,Duplicata de 'An explainable hybrid deep-learning and machine learning framework for automatic…' já presente em Springer Nature Link/S1.,Springer Nature Link/S2,não
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1038_s41598-024-58361-8,Early gastric cancer detection and lesion segmentation based on deep learning and gastroscopic images,Kezhi Zhang; Haibao Wang; Yaru Cheng; Hongyan Liu; Qi Gong; Qian Zeng; Tao Zhang; Guoqiang Wei; Zhi Wei; Dong Chen,2024,10.1038/s41598-024-58361-8,Scientific Reports,duplicate,Duplicata de 'Early gastric cancer detection and lesion segmentation based on deep learning an…' já presente em Springer Nature Link/S1.,Springer Nature Link/S2,sim
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1007_978-3-031-86069-0_26,Esophageal Cancer Diagnosis with a Bilinear Pooling and Attention-Based Convolutional Neural Network,Vikas Raina; Haewon Byeon; Manisha Bhende; K. Sri Yogi; Ismail Keshta; Kanishka Sardana,2025,10.1007/978-3-031-86069-0_26,Advanced Network Technologies and Computational Intelligence,duplicate,Duplicata de 'Esophageal Cancer Diagnosis with a Bilinear Pooling and Attention-Based Convolut…' já presente em Springer Nature Link/S1.,Springer Nature Link/S2,não
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1038_s41598-024-62494-1,Enhanced multi-class pathology lesion detection in gastric neoplasms using deep learning-based approach and validation,Byeong Soo Kim; Bokyung Kim; Minwoo Cho; Hyunsoo Chung; Ji Kon Ryu; Sungwan Kim,2024,10.1038/s41598-024-62494-1,Scientific Reports,included,DL/CV em endoscopia com achado do trato GI alto.,Springer Nature Link/S2,sim
Springer Nature Link,S2,Springer S2 — Lesões e alterações gástricas,sp_10.1007_s00464-025-12410-z,Artificial intelligence assistance narrows the experience gap in endoscopic reporting of gastric lesions: a prospective clinical trial,"Hang You; Xiao Tao; Zehua Dong; Yanxia Li; Li Huang; Jia Li; Hongliu Du; Mei Deng; Zhifeng Wu; Xia Tan; Ting Yang,Jun Liu; Honggang Yu",2025,10.1007/s00464-025-12410-z,Surgical Endoscopy,duplicate,Duplicata de 'Artificial intelligence assistance narrows the experience gap in endoscopic repo…' já presente em PubMed/S3.,Springer Nature Link/S2,não
