base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,9871776,Malignancy Suspicious Region Guided Deep Neural Networks for Gastric Ulcer Classification,"Zheng, Xiaoyan; Zeng, Zeng; Ma, Can; Chang, Qing; Zhao, Ziyuan; Yang, Xulei",2022,10.1109/EMBC48229.2022.9871776,2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),duplicate,Duplicata de 'Malignancy Suspicious Region Guided Deep Neural Networks for Gastric Ulcer Class…' já presente em IEEE/S1.,IEEE/S3,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,9727723,An Efficient Approach for Gastric Polyps Detection Based on Improved SSD,"Cao, Chanting; Yu, Yao; Xie, Yun; Sun, Changyin",2021,10.1109/CAC53003.2021.9727723,2021 China Automation Congress (CAC),included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dataset/benchmark).,IEEE/S3; IEEE/S4,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,8657018,Automatic Analysis of Endoscopic Images for Polyps Detection and Segmentation,"Pozdeev, Alexandr A.; Obukhova, Nataliia A.; Motyko, Alexandr A.",2019,10.1109/EIConRus.2019.8657018,2019 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (EIConRus),duplicate,Duplicata de 'Automatic analysis of endoscopic images for polyps detection and segmentation…' já presente em Scopus/S1.,IEEE/S3,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,9396379,The Automatic Method of Endoscopic Images Analysis for Differential Diagnosis,"Xin, Yang; Obukhova, Nataliia A.; Titov, Ivan P.",2021,10.1109/ElConRus51938.2021.9396379,2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (ElConRus),duplicate,Duplicata de 'The Automatic Method of Endoscopic Images Analysis for Differential Diagnosis…' já presente em IEEE/S1.,IEEE/S3,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,11356517,EndoCADx: A Real-Time LVLM-Based CADx System for Multimodal Diagnosis of Gastric Lesions in White-Light Endoscopy,"Hu, Shan; Jiang, Yuhan; Xiong, Tingshun; Xiao, Changhong; Jiang, Ruiqing; Chen, Yiyun; Mei, Bin; Wu, Lianlian; Wang, Zhongyuan",2025,10.1109/BIBM66473.2025.11356517,2025 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),duplicate,Duplicata de 'EndoCADx: A Real-Time LVLM-Based CADx System for Multimodal Diagnosis of Gastric…' já presente em Scopus (VLM/FMs)/S1.,IEEE/S3,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,9372583,Research of Deep Learning on Gastric Cancer Diagnosis,"Li, Lanlan; Chen, Mengni; Zhou, Ying; Wang, Jianping; Wang, Dabiao",2020,10.1109/CSRSWTC50769.2020.9372583,2020 Cross Strait Radio Science & Wireless Technology Conference (CSRSWTC),included,Visão computacional/DL aplicada a endoscopia digestiva alta.,IEEE/S3; Web of Science/S1,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,10078850,Enhanced Classification of Gastric Lesions and Early Gastric Cancer Diagnosis in Gastroscopy Using Multi-Filter AutoAugment,"Chae, Jung-Woo; Cho, Hyun-Chong",2023,10.1109/ACCESS.2023.3260983,IEEE Access,included,Visão computacional/DL aplicada a endoscopia digestiva alta.,IEEE/S3; Web of Science/S2,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,9871040,Analysis of classification tradeoff in deep learning for gastric cancer detection,"Lima, Gabriel; Coimbra, Miguel; Dinis-Ribeiro, Mário; Libânio, Diogo; Renna, Francesco",2022,10.1109/EMBC48229.2022.9871040,2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),duplicate,Duplicata de 'Analysis of classification tradeoff in deep learning for gastric cancer detectio…' já presente em IEEE/S1.,IEEE/S3,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,9895254,Improvement of Gastroscopy Classification Performance Through Image Augmentation Using a Gradient-Weighted Class Activation Map,"Ham, Hyun-Sik; Lee, Han-Sung; Chae, Jung-Woo; Cho, Hyun Chin; Cho, Hyun-Chong",2022,10.1109/ACCESS.2022.3207839,IEEE Access,duplicate,Duplicata de 'Improvement of Gastroscopy Classification Performance Through Image Augmentation…' já presente em IEEE/S1.,IEEE/S3,sim
IEEE,S3,IEEE S3 — Lesões e alterações gástricas por IA,10564093,Identification of Gastric Abnormalities with Synchronous Biopsy Site Localization from Endoscope Imaging in Gastro-Intestinal Tract using Deep Learning Technique,"S, Gnanapriya; D, Reshma; M, Varun",2024,10.1109/ICBSII61384.2024.10564093,"2024 Tenth International Conference on Bio Signals, Images, and Instrumentation (ICBSII)",included,DL/CV em endoscopia com achado do trato GI alto.,IEEE/S3,sim
