base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,WANG2018198,Deep learning–based endoscopic image recognition for detection of early gastric cancer: a Chinese perspective,Zhijie Wang; Qianqian Meng; Shuling Wang; Zhaoshen Li; Yu Bai; Dong Wang,2018,https://doi.org/10.1016/j.gie.2018.01.029,Gastrointestinal Endoscopy,duplicate,Duplicata de 'Deep learning-based endoscopic image recognition for detection of early gastric …' já presente em PubMed/S2.,ScienceDirect/S2,não
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,DIB2025100176,Eosinophilic esophagitis masquerading as steakhouse syndrome: A case report,Emanuel-Youssef Dib; Jessy Fadel; Karam Karam; Sarah Saleh; Houssein Chebbo; Elias Fiani,2025,https://doi.org/10.1016/j.hmedic.2025.100176,Medical Reports,included,"Sinais ambíguos no abstract, mas recuperado por string forte (ScienceDirect/S2) com filtro endoscopia alta + IA — confiável.",ScienceDirect/S2; ScienceDirect/S4,sim
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,NETO2024201,Research Challenges for Augmenting Endoscopy Image Datasets using Image Combination Methodologies,Alexandre Neto; Diogo Libânio; Mário Dinis-Ribeiro; Miguel Coimbra; António Cunha,2024,https://doi.org/10.1016/j.procs.2024.06.163,Procedia Computer Science,duplicate,Duplicata de 'Research Challenges for Augmenting Endoscopy Image Datasets using Image Combinat…' já presente em Scopus/S1.,ScienceDirect/S2,sim
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,ABDELRAHIM2023422,Development and validation of artificial neural networks model for detection of Barrett’s neoplasia: a multicenter pragmatic nonrandomized trial (with video),Mohamed Abdelrahim; Masahiro Saiko; Naoto Maeda; Ejaz Hossain; Asma Alkandari; Sharmila Subramaniam; Adolfo Parra-Blanco; Andres Sanchez-Yague; Emmanuel Coron; Alessandro Repici; Pradeep Bhandari,2023,https://doi.org/10.1016/j.gie.2022.10.031,Gastrointestinal Endoscopy,duplicate,Duplicata de 'Development and validation of artificial neural networks model for detection of …' já presente em PubMed/S3.,ScienceDirect/S2,sim
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,ZHOU2023107301,Classification of precancerous lesions based on fusion of multiple hierarchical features,Huijun Zhou; Zhenyang Liu; Ting Li; Yifei Chen; Wei Huang; Zijian Zhang,2023,https://doi.org/10.1016/j.cmpb.2022.107301,Computer Methods and Programs in Biomedicine,duplicate,"Duplicata de 'Classification of precancerous lesions based on fusion of multiple
hierarchical …' já presente em Web of Science/S1.",ScienceDirect/S2,sim
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,YOU202622,Selection of the best artificial intelligence techniques for analysis of gastrointestinal endoscopic images,Guoli You; Yang Yang; Yang Shen,2026,https://doi.org/10.1016/j.ajg.2025.09.021,Arab Journal of Gastroenterology,duplicate,Duplicata de 'Selection of the best artificial intelligence techniques for analysis of gastroi…' já presente em PubMed/S2.,ScienceDirect/S2,sim
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,YAN2020104026,Intelligent diagnosis of gastric intestinal metaplasia based on convolutional neural network and limited number of endoscopic images,Tao Yan; Pak Kin Wong; I. Cheong Choi; Chi Man Vong; Hon Ho Yu,2020,https://doi.org/10.1016/j.compbiomed.2020.104026,Computers in Biology and Medicine,duplicate,Duplicata de 'Intelligent diagnosis of gastric intestinal metaplasia based on convolutional ne…' já presente em ScienceDirect/S1.,ScienceDirect/S2,sim
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,DESOUZA2018203,A survey on Barrett's esophagus analysis using machine learning,Luis A. de Souza; Christoph Palm; Robert Mendel; Christian Hook; Alanna Ebigbo; Andreas Probst; Helmut Messmann; Silke Weber; João P. Papa,2018,https://doi.org/10.1016/j.compbiomed.2018.03.014,Computers in Biology and Medicine,duplicate,Duplicata de 'A survey on Barrett's esophagus analysis using machine learning…' já presente em ScienceDirect/S1.,ScienceDirect/S2,sim
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,GHOLAMI2021102782,Increasing the accuracy in the diagnosis of stomach cancer based on color and lint features of tongue,Elham Gholami; Seyed Reza Kamel Tabbakh; Maryam kheirabadi,2021,https://doi.org/10.1016/j.bspc.2021.102782,Biomedical Signal Processing and Control,duplicate,Duplicata de 'Increasing the accuracy in the diagnosis of stomach cancer based on color and li…' já presente em ScienceDirect/S1.,ScienceDirect/S2,sim
ScienceDirect,S2,SD2 — gastroscopia + imagem/vídeo + IA/ML,WU202292,Deep learning system compared with expert endoscopists in predicting early gastric cancer and its invasion depth and differentiation status (with videos),Lianlian Wu; Jing Wang; Xinqi He; Yijie Zhu; Xiaoda Jiang; Yiyun Chen; Yonggui Wang; Li Huang; Renduo Shang; Zehua Dong; Boru Chen; Xiao Tao; Qi Wu; Honggang Yu,2022,https://doi.org/10.1016/j.gie.2021.06.033,Gastrointestinal Endoscopy,duplicate,Duplicata de 'Deep learning system compared with expert endoscopists in predicting early gastr…' já presente em PubMed/S3.,ScienceDirect/S2,sim
