base,string_id,titulo_interpretativo_string,bibtex_key_original,title,authors,year,doi,venue,status,motivo,origens,tem_abstract
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,10373486,Identification of Digestive Tract Abnormalities on Endoscopic Images,"Torres, L. M.; Pessoa, O. N.; Correa, I. V.; Soares, E. M. S.; Oliveira, A. S.; Costa, M. G. F.; Costa Filho, C. F.F.",2023,10.1109/SIPAIM56729.2023.10373486,2023 19th International Symposium on Medical Information Processing and Analysis (SIPAIM),included,"[manual_v1] Identificação de anormalidades em imagens endoscópicas do trato digestivo (Costa Filho et al., SIPAIM 2023) — grupo brasileiro, diretamente relacionado ao problema multilabel/multiclasse da tese.",IEEE/S5; IEEE/S6,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,11253109,Block-Level Genetic Algorithm Optimization for ResNet Endoscopic Image Classification,"De Souza Júnior, Gilberto R.; De Sousa Filho, Gilberto F.; Cabral, Lucídio Dos Anjos F.",2025,10.1109/EMBC58623.2025.11253109,2025 47th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),included,"Endoscopia com contribuição metodológica relevante (multilabel, desbalanceamento, explicabilidade ou artefatos).",IEEE/S5; IEEE/S6,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,9926791,Classification of Video Capsule Endoscopy Images Using Visual Transformers,"Soares Lima, Daniel Lopes; Pinto Pessoa, Alexandre César; De Paiva, Anselmo Cardoso; Trigueiros da Silva Cunha, António Manuel; Júnior, Geraldo Braz; De Almeida, João Dallyson S.",2022,10.1109/BHI56158.2022.9926791,2022 IEEE-EMBS International Conference on Biomedical and Health Informatics (BHI),included,[manual_v1] Classificação de imagens de cápsula endoscópica com Visual Transformers (grupo brasileiro UFMA — de Paiva et al.) — referência brasileira direta em ViT para endoscopia.,IEEE/S5; IEEE/S6,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,9702073,Implementation of Support Vector Machine on Text-based GERD Detection by using Drug Review Content,"Nabilah ’Izzaturrahmah, Asty; Nhita, Fhira; Kurniawan, Isman",2021,10.1109/ICADEIS52521.2021.9702073,"2021 International Conference Advancement in Data Science, E-learning and Information Systems (ICADEIS)",included,Visão computacional/DL aplicada a endoscopia digestiva alta (contexto: dados brasileiros/latino-americanos).,IEEE/S5,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,11298216,Endoscopic Endonasal Stereoscopic Images of the Skull Base: From Creation to Automatic Evaluation,"Júnior, Milton Manrique Rastelli; Wiedmer, João Pedro Murback; Marochi, Pedro; Faria, Rubens Alexandre De; Oroski, Elder",2026,10.1109/ACCESS.2025.3643317,IEEE Access,excluded,[manual_v1] Endoscopia endonasal de base do crânio (neurocirurgia) — domínio anatômico fora de endoscopia digestiva alta.,IEEE/S5,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,883900,Towards 3D reconstruction of endoscope images using shape from shading,"Quartucci Forster, C.H.; Tozzi, C.L.",2000,10.1109/SIBGRA.2000.883900,Proceedings 13th Brazilian Symposium on Computer Graphics and Image Processing (Cat. No.PR00878),excluded,"[manual_v1] Reconstrução 3D por shape-from-shading (2000) — sem DL/CV moderno, sem classificação de patologia.",IEEE/S5,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,10235970,DeepPoly: Deep Learning-Based Polyps Segmentation and Classification for Autonomous Colonoscopy Examination,"Hossain, Md Shakhawat; Rahman, Md. Mahmudur; Syeed, M. Mahbubul; Uddin, Mohammad Faisal; Hasan, Mahady; Hossain, Md. Aulad; Ksibi, Amel; Jamjoom, Mona M.; Ullah, Zahid; Samad, Md Abdus",2023,10.1109/ACCESS.2023.3310541,IEEE Access,excluded,Foco exclusivo em colonoscopia/colorretal — fora do escopo gástrico/endoscopia alta.,IEEE/S5; IEEE/S6,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,6820756,Comparative Validation of Single-Shot Optical Techniques for Laparoscopic 3-D Surface Reconstruction,"Maier-Hein, L.; Groch, A.; Bartoli, A.; Bodenstedt, S.; Boissonnat, G.; Chang, P.-L.; Clancy, N. T.; Elson, D. S.; Haase, S.; Heim, E.; Hornegger, J.; Jannin, P.; Kenngott, H.; Kilgus, T.; Müller-Stich, B.; Oladokun, D.; Röhl, S.; dos Santos, T. R.; Schlemmer, H.-P.; Seitel, A.; Speidel, S.; Wagner, M.; Stoyanov, D.",2014,10.1109/TMI.2014.2325607,IEEE Transactions on Medical Imaging,excluded,[manual_v1] Validação de técnicas ópticas para reconstrução 3D laparoscópica — sem componente de classificação/detecção de patologia.,IEEE/S5,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,8097327,Barrett's Esophagus Identification Using Optimum-Path Forest,"Souza, Luis Antonio De; Afonso, Luis Cláudio Sugi; Palm, Christoph; Papa, João Paulo",2017,10.1109/SIBGRAPI.2017.47,"2017 30th SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",included,DL/CV em endoscopia com achado do trato GI alto.,IEEE/S5; IEEE/S6,sim
IEEE,S5,IEEE S5 — IA em endoscopia com dados brasileiros / latino-americanos,8614325,Barrett's Esophagus Identification Using Color Co-Occurrence Matrices,"Souza, Luis; Ebigbo, Alanna; Probst, Andreas; Messmann, Helmut; Papa, João Paulo; Mendel, Robert; Palm, Christoph",2018,10.1109/SIBGRAPI.2018.00028,"2018 31st SIBGRAPI Conference on Graphics, Patterns and Images (SIBGRAPI)",included,DL/CV aplicado a achados do trato GI alto — presume-se imagens endoscópicas/histopatológicas.,IEEE/S5; IEEE/S6,sim
